15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,,125mm Copper Pipe,,150mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.0523,1.089,0.0523,3.783,0.0523,8.759,0.0523,17.283,0.0523,31.284,0.0523,69.707,0.0523,128.37,,,,,,,,
0.0524,1.09,0.0524,3.789,0.0524,8.77,0.0524,17.302,0.0524,31.312,0.0524,69.783,0.0524,128.542,,,,,,,,
0.0525,1.091,0.0525,3.794,0.0525,8.78,0.0525,17.321,0.0525,31.341,0.0525,69.86,0.0525,128.714,,,,,,,,
0.0526,1.092,0.0526,3.8,0.0526,8.791,0.0526,17.341,0.0526,31.37,0.0526,69.936,0.0526,128.886,,,,,,,,
0.0527,1.092,0.0527,3.806,0.0527,8.801,0.0527,17.36,0.0527,31.399,0.0527,70.013,0.0527,129.059,,,,,,,,
0.0528,1.093,0.0528,3.811,0.0528,8.812,0.0528,17.379,0.0528,31.427,0.0528,70.089,0.0528,129.231,,,,,,,,
0.0529,1.094,0.0529,3.817,0.0529,8.822,0.0529,17.398,0.0529,31.456,0.0529,70.166,0.0529,129.403,,,,,,,,
0.053,1.095,0.053,3.822,0.053,8.833,0.053,17.417,0.053,31.485,0.053,70.242,0.053,129.575,,,,,,,,
0.0531,1.096,0.0531,3.828,0.0531,8.843,0.0531,17.436,0.0531,31.513,0.0531,70.319,0.0531,129.748,,,,,,,,
0.0532,1.096,0.0532,3.833,0.0532,8.854,0.0532,17.455,0.0532,31.542,0.0532,70.396,0.0532,129.92,,,,,,,,
0.0533,1.097,0.0533,3.839,0.0533,8.865,0.0533,17.474,0.0533,31.571,0.0533,70.472,0.0533,130.092,,,,,,,,
0.0534,1.098,0.0534,3.844,0.0534,8.875,0.0534,17.494,0.0534,31.6,0.0534,70.549,0.0534,130.264,,,,,,,,
0.0535,1.099,0.0535,3.85,0.0535,8.886,0.0535,17.513,0.0535,31.628,0.0535,70.625,0.0535,130.437,,,,,,,,
0.0536,1.099,0.0536,3.855,0.0536,8.896,0.0536,17.532,0.0536,31.657,0.0536,70.702,0.0536,130.609,,,,,,,,
0.0537,1.1,0.0537,3.861,0.0537,8.907,0.0537,17.551,0.0537,31.686,0.0537,70.778,0.0537,130.781,,,,,,,,
0.0538,1.101,0.0538,3.867,0.0538,8.917,0.0538,17.57,0.0538,31.714,0.0538,70.855,0.0538,130.953,,,,,,,,
0.0539,1.102,0.0539,3.872,0.0539,8.928,0.0539,17.589,0.0539,31.743,0.0539,70.932,0.0539,131.126,,,,,,,,
0.054,1.102,0.054,3.878,0.054,8.938,0.054,17.608,0.054,31.772,0.054,71.008,0.054,131.298,,,,,,,,
0.0541,1.103,0.0541,3.883,0.0541,8.949,0.0541,17.628,0.0541,31.801,0.0541,71.085,0.0541,131.47,,,,,,,,
0.0542,1.104,0.0542,3.889,0.0542,8.959,0.0542,17.647,0.0542,31.829,0.0542,71.161,0.0542,131.642,,,,,,,,
0.0543,1.105,0.0543,3.894,0.0543,8.97,0.0543,17.666,0.0543,31.858,0.0543,71.238,0.0543,131.815,,,,,,,,
0.0544,1.106,0.0544,3.9,0.0544,8.98,0.0544,17.685,0.0544,31.887,0.0544,71.314,0.0544,131.987,,,,,,,,
0.0545,1.106,0.0545,3.905,0.0545,8.991,0.0545,17.704,0.0545,31.915,0.0545,71.391,0.0545,132.159,,,,,,,,
0.0546,1.107,0.0546,3.911,0.0546,9.001,0.0546,17.723,0.0546,31.944,0.0546,71.467,0.0546,132.331,,,,,,,,
0.0547,1.108,0.0547,3.917,0.0547,9.012,0.0547,17.742,0.0547,31.973,0.0547,71.544,0.0547,132.504,,,,,,,,
0.0548,1.109,0.0548,3.922,0.0548,9.022,0.0548,17.762,0.0548,32.001,0.0548,71.621,0.0548,132.676,,,,,,,,
0.0549,1.109,0.0549,3.928,0.0549,9.033,0.0549,17.781,0.0549,32.03,0.0549,71.697,0.0549,132.848,,,,,,,,
0.055,1.11,0.055,3.933,0.055,9.043,0.055,17.8,0.055,32.059,0.055,71.774,0.055,133.02,,,,,,,,
0.0551,1.111,0.0551,3.939,0.0551,9.054,0.0551,17.819,0.0551,32.088,0.0551,71.85,0.0551,133.193,,,,,,,,
0.0552,1.112,0.0552,3.944,0.0552,9.065,0.0552,17.838,0.0552,32.116,0.0552,71.927,0.0552,133.365,,,,,,,,
0.0553,1.112,0.0553,3.95,0.0553,9.075,0.0553,17.857,0.0553,32.145,0.0553,72.003,0.0553,133.537,,,,,,,,
0.0554,1.113,0.0554,3.955,0.0554,9.086,0.0554,17.876,0.0554,32.174,0.0554,72.08,0.0554,133.71,,,,,,,,
0.0555,1.114,0.0555,3.961,0.0555,9.096,0.0555,17.896,0.0555,32.202,0.0555,72.156,0.0555,133.882,,,,,,,,
0.0556,1.115,0.0556,3.966,0.0556,9.107,0.0556,17.915,0.0556,32.231,0.0556,72.233,0.0556,134.054,,,,,,,,
0.0557,1.115,0.0557,3.972,0.0557,9.117,0.0557,17.934,0.0557,32.26,0.0557,72.31,0.0557,134.226,,,,,,,,
0.0558,1.116,0.0558,3.978,0.0558,9.128,0.0558,17.953,0.0558,32.289,0.0558,72.386,0.0558,134.399,,,,,,,,
0.0559,1.117,0.0559,3.983,0.0559,9.138,0.0559,17.972,0.0559,32.317,0.0559,72.463,0.0559,134.571,,,,,,,,
0.056,1.118,0.056,3.989,0.056,9.149,0.056,17.991,0.056,32.346,0.056,72.539,0.056,134.743,,,,,,,,
0.0561,1.119,0.0561,3.994,0.0561,9.159,0.0561,18.01,0.0561,32.375,0.0561,72.616,0.0561,134.915,,,,,,,,
0.0562,1.119,0.0562,4,0.0562,9.17,0.0562,18.03,0.0562,32.403,0.0562,72.692,0.0562,135.088,,,,,,,,
0.0563,1.12,0.0563,4.005,0.0563,9.18,0.0563,18.049,0.0563,32.432,0.0563,72.769,0.0563,135.26,,,,,,,,
0.0564,1.121,0.0564,4.011,0.0564,9.191,0.0564,18.068,0.0564,32.461,0.0564,72.845,0.0564,135.432,,,,,,,,
0.0565,1.122,0.0565,4.016,0.0565,9.201,0.0565,18.087,0.0565,32.49,0.0565,72.922,0.0565,135.604,,,,,,,,
0.0566,1.122,0.0566,4.022,0.0566,9.212,0.0566,18.106,0.0566,32.518,0.0566,72.999,0.0566,135.777,,,,,,,,
0.0567,1.123,0.0567,4.028,0.0567,9.222,0.0567,18.125,0.0567,32.547,0.0567,73.075,0.0567,135.949,,,,,,,,
0.0568,1.124,0.0568,4.033,0.0568,9.233,0.0568,18.144,0.0568,32.576,0.0568,73.152,0.0568,136.121,,,,,,,,
0.0569,1.125,0.0569,4.039,0.0569,9.243,0.0569,18.164,0.0569,32.604,0.0569,73.228,0.0569,136.293,,,,,,,,
0.057,1.125,0.057,4.044,0.057,9.254,0.057,18.183,0.057,32.633,0.057,73.305,0.057,136.466,,,,,,,,
0.0571,1.126,0.0571,4.05,0.0571,9.265,0.0571,18.202,0.0571,32.662,0.0571,73.381,0.0571,136.638,,,,,,,,
0.0572,1.127,0.0572,4.055,0.0572,9.275,0.0572,18.221,0.0572,32.691,0.0572,73.458,0.0572,136.81,,,,,,,,
0.0573,1.128,0.0573,4.061,0.0573,9.286,0.0573,18.24,0.0573,32.719,0.0573,73.534,0.0573,136.982,,,,,,,,
0.0574,1.128,0.0574,4.066,0.0574,9.296,0.0574,18.259,0.0574,32.748,0.0574,73.611,0.0574,137.155,,,,,,,,
0.0575,1.129,0.0575,4.072,0.0575,9.307,0.0575,18.278,0.0575,32.777,0.0575,73.688,0.0575,137.327,,,,,,,,
0.0576,1.13,0.0576,4.078,0.0576,9.317,0.0576,18.297,0.0576,32.805,0.0576,73.764,0.0576,137.499,,,,,,,,
0.0577,1.131,0.0577,4.083,0.0577,9.328,0.0577,18.317,0.0577,32.834,0.0577,73.841,0.0577,137.671,,,,,,,,
0.0578,1.132,0.0578,4.089,0.0578,9.338,0.0578,18.336,0.0578,32.863,0.0578,73.917,0.0578,137.844,,,,,,,,
0.0579,1.132,0.0579,4.094,0.0579,9.349,0.0579,18.355,0.0579,32.891,0.0579,73.994,0.0579,138.016,,,,,,,,
0.058,1.133,0.058,4.1,0.058,9.359,0.058,18.374,0.058,32.92,0.058,74.07,0.058,138.188,,,,,,,,
0.0581,1.134,0.0581,4.105,0.0581,9.37,0.0581,18.393,0.0581,32.949,0.0581,74.147,0.0581,138.36,,,,,,,,
0.0582,1.135,0.0582,4.111,0.0582,9.38,0.0582,18.412,0.0582,32.978,0.0582,74.224,0.0582,138.533,,,,,,,,
0.0583,1.135,0.0583,4.116,0.0583,9.391,0.0583,18.431,0.0583,33.006,0.0583,74.3,0.0583,138.705,,,,,,,,
0.0584,1.136,0.0584,4.122,0.0584,9.401,0.0584,18.451,0.0584,33.035,0.0584,74.377,0.0584,138.877,,,,,,,,
0.0585,1.137,0.0585,4.127,0.0585,9.412,0.0585,18.47,0.0585,33.064,0.0585,74.453,0.0585,139.049,,,,,,,,
0.0586,1.138,0.0586,4.133,0.0586,9.422,0.0586,18.489,0.0586,33.092,0.0586,74.53,0.0586,139.222,,,,,,,,
0.0587,1.138,0.0587,4.139,0.0587,9.433,0.0587,18.508,0.0587,33.121,0.0587,74.606,0.0587,139.394,,,,,,,,
0.0588,1.139,0.0588,4.144,0.0588,9.443,0.0588,18.527,0.0588,33.15,0.0588,74.683,0.0588,139.566,,,,,,,,
0.0589,1.14,0.0589,4.15,0.0589,9.454,0.0589,18.546,0.0589,33.179,0.0589,74.759,0.0589,139.739,,,,,,,,
0.059,1.141,0.059,4.155,0.059,9.465,0.059,18.565,0.059,33.207,0.059,74.836,0.059,139.911,,,,,,,,
0.0591,1.141,0.0591,4.161,0.0591,9.475,0.0591,18.585,0.0591,33.236,0.0591,74.913,0.0591,140.083,,,,,,,,
0.0592,1.142,0.0592,4.166,0.0592,9.486,0.0592,18.604,0.0592,33.265,0.0592,74.989,0.0592,140.255,,,,,,,,
0.0593,1.143,0.0593,4.172,0.0593,9.496,0.0593,18.623,0.0593,33.293,0.0593,75.066,0.0593,140.428,,,,,,,,
0.0594,1.144,0.0594,4.177,0.0594,9.507,0.0594,18.642,0.0594,33.322,0.0594,75.142,0.0594,140.6,,,,,,,,
0.0595,1.145,0.0595,4.183,0.0595,9.517,0.0595,18.661,0.0595,33.351,0.0595,75.219,0.0595,140.772,,,,,,,,
0.0596,1.145,0.0596,4.189,0.0596,9.528,0.0596,18.68,0.0596,33.38,0.0596,75.295,0.0596,140.944,,,,,,,,
0.0597,1.146,0.0597,4.194,0.0597,9.538,0.0597,18.699,0.0597,33.408,0.0597,75.372,0.0597,141.117,,,,,,,,
0.0598,1.147,0.0598,4.2,0.0598,9.549,0.0598,18.719,0.0598,33.437,0.0598,75.448,0.0598,141.289,,,,,,,,
0.0599,1.148,0.0599,4.205,0.0599,9.559,0.0599,18.738,0.0599,33.466,0.0599,75.525,0.0599,141.461,,,,,,,,
0.06,1.148,0.06,4.211,0.06,9.57,0.06,18.757,0.06,33.494,0.06,75.602,0.06,141.633,,,,,,,,
