15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,,125mm Copper Pipe,,150mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.0507,1.151,0.0507,3.949,0.0507,9.183,0.0507,18.148,0.0507,32.951,0.0507,73.205,0.0507,134.278,,,,,,,,
0.0508,1.152,0.0508,3.955,0.0508,9.195,0.0508,18.168,0.0508,32.981,0.0508,73.287,0.0508,134.462,,,,,,,,
0.0509,1.153,0.0509,3.961,0.0509,9.206,0.0509,18.189,0.0509,33.012,0.0509,73.369,0.0509,134.646,,,,,,,,
0.051,1.154,0.051,3.967,0.051,9.217,0.051,18.209,0.051,33.043,0.051,73.451,0.051,134.83,,,,,,,,
0.0511,1.155,0.0511,3.973,0.0511,9.228,0.0511,18.23,0.0511,33.073,0.0511,73.533,0.0511,135.014,,,,,,,,
0.0512,1.156,0.0512,3.979,0.0512,9.24,0.0512,18.25,0.0512,33.104,0.0512,73.614,0.0512,135.198,,,,,,,,
0.0513,1.156,0.0513,3.985,0.0513,9.251,0.0513,18.271,0.0513,33.135,0.0513,73.696,0.0513,135.383,,,,,,,,
0.0514,1.157,0.0514,3.991,0.0514,9.262,0.0514,18.291,0.0514,33.165,0.0514,73.778,0.0514,135.567,,,,,,,,
0.0515,1.158,0.0515,3.997,0.0515,9.273,0.0515,18.312,0.0515,33.196,0.0515,73.86,0.0515,135.751,,,,,,,,
0.0516,1.159,0.0516,4.003,0.0516,9.285,0.0516,18.332,0.0516,33.227,0.0516,73.942,0.0516,135.935,,,,,,,,
0.0517,1.16,0.0517,4.009,0.0517,9.296,0.0517,18.352,0.0517,33.257,0.0517,74.024,0.0517,136.119,,,,,,,,
0.0518,1.16,0.0518,4.015,0.0518,9.307,0.0518,18.373,0.0518,33.288,0.0518,74.105,0.0518,136.303,,,,,,,,
0.0519,1.161,0.0519,4.021,0.0519,9.318,0.0519,18.393,0.0519,33.319,0.0519,74.187,0.0519,136.487,,,,,,,,
0.052,1.162,0.052,4.026,0.052,9.33,0.052,18.414,0.052,33.349,0.052,74.269,0.052,136.672,,,,,,,,
0.0521,1.163,0.0521,4.032,0.0521,9.341,0.0521,18.434,0.0521,33.38,0.0521,74.351,0.0521,136.856,,,,,,,,
0.0522,1.164,0.0522,4.038,0.0522,9.352,0.0522,18.455,0.0522,33.411,0.0522,74.433,0.0522,137.04,,,,,,,,
0.0523,1.165,0.0523,4.044,0.0523,9.363,0.0523,18.475,0.0523,33.442,0.0523,74.515,0.0523,137.224,,,,,,,,
0.0524,1.165,0.0524,4.05,0.0524,9.375,0.0524,18.496,0.0524,33.472,0.0524,74.596,0.0524,137.408,,,,,,,,
0.0525,1.166,0.0525,4.056,0.0525,9.386,0.0525,18.516,0.0525,33.503,0.0525,74.678,0.0525,137.592,,,,,,,,
0.0526,1.167,0.0526,4.062,0.0526,9.397,0.0526,18.537,0.0526,33.534,0.0526,74.76,0.0526,137.776,,,,,,,,
0.0527,1.168,0.0527,4.068,0.0527,9.408,0.0527,18.557,0.0527,33.564,0.0527,74.842,0.0527,137.961,,,,,,,,
0.0528,1.169,0.0528,4.074,0.0528,9.42,0.0528,18.578,0.0528,33.595,0.0528,74.924,0.0528,138.145,,,,,,,,
0.0529,1.169,0.0529,4.08,0.0529,9.431,0.0529,18.598,0.0529,33.626,0.0529,75.006,0.0529,138.329,,,,,,,,
0.053,1.17,0.053,4.086,0.053,9.442,0.053,18.618,0.053,33.656,0.053,75.088,0.053,138.513,,,,,,,,
0.0531,1.171,0.0531,4.092,0.0531,9.453,0.0531,18.639,0.0531,33.687,0.0531,75.169,0.0531,138.697,,,,,,,,
0.0532,1.172,0.0532,4.098,0.0532,9.465,0.0532,18.659,0.0532,33.718,0.0532,75.251,0.0532,138.881,,,,,,,,
0.0533,1.173,0.0533,4.104,0.0533,9.476,0.0533,18.68,0.0533,33.748,0.0533,75.333,0.0533,139.065,,,,,,,,
0.0534,1.174,0.0534,4.11,0.0534,9.487,0.0534,18.7,0.0534,33.779,0.0534,75.415,0.0534,139.249,,,,,,,,
0.0535,1.174,0.0535,4.115,0.0535,9.498,0.0535,18.721,0.0535,33.81,0.0535,75.497,0.0535,139.434,,,,,,,,
0.0536,1.175,0.0536,4.121,0.0536,9.51,0.0536,18.741,0.0536,33.841,0.0536,75.579,0.0536,139.618,,,,,,,,
0.0537,1.176,0.0537,4.127,0.0537,9.521,0.0537,18.762,0.0537,33.871,0.0537,75.66,0.0537,139.802,,,,,,,,
0.0538,1.177,0.0538,4.133,0.0538,9.532,0.0538,18.782,0.0538,33.902,0.0538,75.742,0.0538,139.986,,,,,,,,
0.0539,1.178,0.0539,4.139,0.0539,9.543,0.0539,18.803,0.0539,33.933,0.0539,75.824,0.0539,140.17,,,,,,,,
0.054,1.178,0.054,4.145,0.054,9.555,0.054,18.823,0.054,33.963,0.054,75.906,0.054,140.354,,,,,,,,
0.0541,1.179,0.0541,4.151,0.0541,9.566,0.0541,18.843,0.0541,33.994,0.0541,75.988,0.0541,140.538,,,,,,,,
0.0542,1.18,0.0542,4.157,0.0542,9.577,0.0542,18.864,0.0542,34.025,0.0542,76.07,0.0542,140.723,,,,,,,,
0.0543,1.181,0.0543,4.163,0.0543,9.588,0.0543,18.884,0.0543,34.055,0.0543,76.151,0.0543,140.907,,,,,,,,
0.0544,1.182,0.0544,4.169,0.0544,9.6,0.0544,18.905,0.0544,34.086,0.0544,76.233,0.0544,141.091,,,,,,,,
0.0545,1.183,0.0545,4.175,0.0545,9.611,0.0545,18.925,0.0545,34.117,0.0545,76.315,0.0545,141.275,,,,,,,,
0.0546,1.183,0.0546,4.181,0.0546,9.622,0.0546,18.946,0.0546,34.147,0.0546,76.397,0.0546,141.459,,,,,,,,
0.0547,1.184,0.0547,4.187,0.0547,9.634,0.0547,18.966,0.0547,34.178,0.0547,76.479,0.0547,141.643,,,,,,,,
0.0548,1.185,0.0548,4.193,0.0548,9.645,0.0548,18.987,0.0548,34.209,0.0548,76.561,0.0548,141.827,,,,,,,,
0.0549,1.186,0.0549,4.199,0.0549,9.656,0.0549,19.007,0.0549,34.239,0.0549,76.642,0.0549,142.012,,,,,,,,
0.055,1.187,0.055,4.204,0.055,9.667,0.055,19.028,0.055,34.27,0.055,76.724,0.055,142.196,,,,,,,,
0.0551,1.187,0.0551,4.21,0.0551,9.679,0.0551,19.048,0.0551,34.301,0.0551,76.806,0.0551,142.38,,,,,,,,
0.0552,1.188,0.0552,4.216,0.0552,9.69,0.0552,19.069,0.0552,34.332,0.0552,76.888,0.0552,142.564,,,,,,,,
0.0553,1.189,0.0553,4.222,0.0553,9.701,0.0553,19.089,0.0553,34.362,0.0553,76.97,0.0553,142.748,,,,,,,,
0.0554,1.19,0.0554,4.228,0.0554,9.712,0.0554,19.109,0.0554,34.393,0.0554,77.052,0.0554,142.932,,,,,,,,
0.0555,1.191,0.0555,4.234,0.0555,9.724,0.0555,19.13,0.0555,34.424,0.0555,77.133,0.0555,143.116,,,,,,,,
0.0556,1.192,0.0556,4.24,0.0556,9.735,0.0556,19.15,0.0556,34.454,0.0556,77.215,0.0556,143.301,,,,,,,,
0.0557,1.192,0.0557,4.246,0.0557,9.746,0.0557,19.171,0.0557,34.485,0.0557,77.297,0.0557,143.485,,,,,,,,
0.0558,1.193,0.0558,4.252,0.0558,9.757,0.0558,19.191,0.0558,34.516,0.0558,77.379,0.0558,143.669,,,,,,,,
0.0559,1.194,0.0559,4.258,0.0559,9.769,0.0559,19.212,0.0559,34.546,0.0559,77.461,0.0559,143.853,,,,,,,,
0.056,1.195,0.056,4.264,0.056,9.78,0.056,19.232,0.056,34.577,0.056,77.543,0.056,144.037,,,,,,,,
0.0561,1.196,0.0561,4.27,0.0561,9.791,0.0561,19.253,0.0561,34.608,0.0561,77.625,0.0561,144.221,,,,,,,,
0.0562,1.196,0.0562,4.276,0.0562,9.802,0.0562,19.273,0.0562,34.638,0.0562,77.706,0.0562,144.405,,,,,,,,
0.0563,1.197,0.0563,4.282,0.0563,9.814,0.0563,19.294,0.0563,34.669,0.0563,77.788,0.0563,144.589,,,,,,,,
0.0564,1.198,0.0564,4.288,0.0564,9.825,0.0564,19.314,0.0564,34.7,0.0564,77.87,0.0564,144.774,,,,,,,,
0.0565,1.199,0.0565,4.293,0.0565,9.836,0.0565,19.335,0.0565,34.731,0.0565,77.952,0.0565,144.958,,,,,,,,
0.0566,1.2,0.0566,4.299,0.0566,9.847,0.0566,19.355,0.0566,34.761,0.0566,78.034,0.0566,145.142,,,,,,,,
0.0567,1.201,0.0567,4.305,0.0567,9.859,0.0567,19.375,0.0567,34.792,0.0567,78.116,0.0567,145.326,,,,,,,,
0.0568,1.201,0.0568,4.311,0.0568,9.87,0.0568,19.396,0.0568,34.823,0.0568,78.197,0.0568,145.51,,,,,,,,
0.0569,1.202,0.0569,4.317,0.0569,9.881,0.0569,19.416,0.0569,34.853,0.0569,78.279,0.0569,145.694,,,,,,,,
0.057,1.203,0.057,4.323,0.057,9.892,0.057,19.437,0.057,34.884,0.057,78.361,0.057,145.878,,,,,,,,
0.0571,1.204,0.0571,4.329,0.0571,9.904,0.0571,19.457,0.0571,34.915,0.0571,78.443,0.0571,146.063,,,,,,,,
0.0572,1.205,0.0572,4.335,0.0572,9.915,0.0572,19.478,0.0572,34.945,0.0572,78.525,0.0572,146.247,,,,,,,,
0.0573,1.205,0.0573,4.341,0.0573,9.926,0.0573,19.498,0.0573,34.976,0.0573,78.607,0.0573,146.431,,,,,,,,
0.0574,1.206,0.0574,4.347,0.0574,9.937,0.0574,19.519,0.0574,35.007,0.0574,78.688,0.0574,146.615,,,,,,,,
0.0575,1.207,0.0575,4.353,0.0575,9.949,0.0575,19.539,0.0575,35.037,0.0575,78.77,0.0575,146.799,,,,,,,,
0.0576,1.208,0.0576,4.359,0.0576,9.96,0.0576,19.56,0.0576,35.068,0.0576,78.852,0.0576,146.983,,,,,,,,
0.0577,1.209,0.0577,4.365,0.0577,9.971,0.0577,19.58,0.0577,35.099,0.0577,78.934,0.0577,147.167,,,,,,,,
0.0578,1.21,0.0578,4.371,0.0578,9.982,0.0578,19.601,0.0578,35.129,0.0578,79.016,0.0578,147.352,,,,,,,,
0.0579,1.21,0.0579,4.377,0.0579,9.994,0.0579,19.621,0.0579,35.16,0.0579,79.098,0.0579,147.536,,,,,,,,
0.058,1.211,0.058,4.382,0.058,10.005,0.058,19.641,0.058,35.191,0.058,79.179,0.058,147.72,,,,,,,,
0.0581,1.212,0.0581,4.388,0.0581,10.016,0.0581,19.662,0.0581,35.222,0.0581,79.261,0.0581,147.904,,,,,,,,
0.0582,1.213,0.0582,4.394,0.0582,10.027,0.0582,19.682,0.0582,35.252,0.0582,79.343,0.0582,148.088,,,,,,,,
0.0583,1.214,0.0583,4.4,0.0583,10.039,0.0583,19.703,0.0583,35.283,0.0583,79.425,0.0583,148.272,,,,,,,,
0.0584,1.214,0.0584,4.406,0.0584,10.05,0.0584,19.723,0.0584,35.314,0.0584,79.507,0.0584,148.456,,,,,,,,
0.0585,1.215,0.0585,4.412,0.0585,10.061,0.0585,19.744,0.0585,35.344,0.0585,79.589,0.0585,148.641,,,,,,,,
0.0586,1.216,0.0586,4.418,0.0586,10.072,0.0586,19.764,0.0586,35.375,0.0586,79.671,0.0586,148.825,,,,,,,,
0.0587,1.217,0.0587,4.424,0.0587,10.084,0.0587,19.785,0.0587,35.406,0.0587,79.752,0.0587,149.009,,,,,,,,
0.0588,1.218,0.0588,4.43,0.0588,10.095,0.0588,19.805,0.0588,35.436,0.0588,79.834,0.0588,149.193,,,,,,,,
0.0589,1.219,0.0589,4.436,0.0589,10.106,0.0589,19.826,0.0589,35.467,0.0589,79.916,0.0589,149.377,,,,,,,,
0.059,1.219,0.059,4.442,0.059,10.117,0.059,19.846,0.059,35.498,0.059,79.998,0.059,149.561,,,,,,,,
0.0591,1.22,0.0591,4.448,0.0591,10.129,0.0591,19.866,0.0591,35.528,0.0591,80.08,0.0591,149.745,,,,,,,,
0.0592,1.221,0.0592,4.454,0.0592,10.14,0.0592,19.887,0.0592,35.559,0.0592,80.162,0.0592,149.93,,,,,,,,
0.0593,1.222,0.0593,4.46,0.0593,10.151,0.0593,19.907,0.0593,35.59,0.0593,80.243,0.0593,150.114,,,,,,,,
0.0594,1.223,0.0594,4.466,0.0594,10.162,0.0594,19.928,0.0594,35.621,0.0594,80.325,0.0594,150.298,,,,,,,,
0.0595,1.223,0.0595,4.471,0.0595,10.174,0.0595,19.948,0.0595,35.651,0.0595,80.407,0.0595,150.482,,,,,,,,
0.0596,1.224,0.0596,4.477,0.0596,10.185,0.0596,19.969,0.0596,35.682,0.0596,80.489,0.0596,150.666,,,,,,,,
0.0597,1.225,0.0597,4.483,0.0597,10.196,0.0597,19.989,0.0597,35.713,0.0597,80.571,0.0597,150.85,,,,,,,,
0.0598,1.226,0.0598,4.489,0.0598,10.207,0.0598,20.01,0.0598,35.743,0.0598,80.653,0.0598,151.034,,,,,,,,
0.0599,1.227,0.0599,4.495,0.0599,10.219,0.0599,20.03,0.0599,35.774,0.0599,80.734,0.0599,151.218,,,,,,,,
0.06,1.228,0.06,4.501,0.06,10.23,0.06,20.051,0.06,35.805,0.06,80.816,0.06,151.403,,,,,,,,
